date,open,high,low,close,volume,amount
2017-06-15,4.073,5.183,4.073,5.183,15400.0,
2017-06-16,5.853,5.853,5.853,5.853,5100.0,
2017-06-19,6.593,6.593,6.593,6.593,4800.0,
2017-06-20,7.403,7.403,7.403,7.403,3100.0,
2017-06-21,8.293,8.293,8.293,8.293,8900.0,
2017-06-22,9.273,9.273,9.273,9.273,34700.0,
2017-06-23,10.353,10.353,10.353,10.353,44600.0,
2017-06-26,11.543,11.543,11.543,11.543,50000.0,
2017-06-27,12.843,12.843,12.843,12.843,115200.0,
2017-06-28,14.273,14.273,14.273,14.273,152000.0,
2017-06-29,15.853,15.853,15.853,15.853,127100.0,
2017-06-30,17.593,17.593,17.593,17.593,239700.0,
2017-07-03,19.503,19.503,19.503,19.503,338800.0,
2017-07-04,21.603,21.603,21.603,21.603,603400.0,
2017-07-05,23.913,23.913,23.913,23.913,1145000.0,
2017-07-06,26.453,26.453,26.453,26.453,464100.0,
2017-07-07,29.253,29.253,29.253,29.253,7850300.0,
2017-07-10,30.903,30.903,27.603,27.983,31974100.0,
2017-07-11,27.493,28.273,25.403,25.903,20952900.0,
2017-07-12,26.203,27.833,25.423,27.343,18265800.0,
2017-07-13,26.873,27.073,24.823,25.003,14243900.0,
2017-07-14,24.613,25.703,24.513,24.663,7751200.0,
2017-07-17,23.403,23.933,22.043,22.043,12052500.0,
2017-07-18,21.853,22.723,21.533,22.013,8370400.0,
2017-07-19,21.503,24.363,20.853,23.303,16384200.0,
2017-07-20,24.123,25.783,24.103,25.783,23256900.0,
2017-07-21,24.523,24.993,23.593,23.593,17937400.0,
2017-07-24,23.603,26.103,23.023,26.103,15034700.0,
2017-07-25,26.173,28.783,25.423,26.993,25462000.0,
2017-07-26,27.303,29.783,26.613,29.363,22149700.0,
2017-07-27,28.803,32.453,27.713,32.053,24748500.0,
2017-07-28,31.583,32.183,29.853,30.403,18157300.0,
2017-07-31,30.213,31.483,29.913,30.263,13339400.0,
2017-08-01,29.283,29.283,27.083,27.583,17179100.0,
2017-08-02,27.503,28.633,27.323,28.153,11649500.0,
2017-08-03,27.653,28.783,26.803,26.903,10129500.0,
2017-08-04,26.593,27.213,25.553,25.653,9470600.0,
2017-08-07,25.713,27.073,25.703,26.883,8136800.0,
2017-08-08,26.503,29.293,26.003,28.513,13849000.0,
2017-08-09,28.503,29.823,27.853,28.263,10702100.0,
2017-08-10,28.263,29.663,27.523,29.063,12105700.0,
2017-08-11,28.503,29.923,28.283,28.503,9087800.0,
2017-08-14,28.413,29.653,28.003,28.553,9338300.0,
2017-08-15,28.223,30.223,28.183,30.223,11315700.0,
2017-08-16,29.703,30.993,29.413,29.943,11697800.0,
2017-08-17,29.463,30.193,28.503,28.633,9949500.0,
2017-08-18,28.073,28.793,27.953,28.223,6271900.0,
2017-08-21,28.933,29.973,28.693,29.703,9021600.0,
2017-08-22,29.403,29.823,28.813,29.063,7173400.0,
2017-08-23,28.673,32.123,28.663,32.123,11570000.0,
2017-08-24,32.453,35.143,31.513,31.773,19863800.0,
2017-08-25,31.143,33.893,30.393,32.783,14473000.0,
2017-08-28,32.403,34.993,31.833,34.073,14087000.0,
2017-08-29,33.503,34.933,32.193,32.483,12600000.0,
2017-08-30,31.503,32.743,31.253,31.403,8549800.0,
2017-08-31,31.663,32.673,31.663,32.513,7357500.0,
2017-09-01,33.003,33.463,31.073,32.253,10719500.0,
