path	bytes	sha256	functions
tests/architecture/test_execution_risk_public_owners.py	12585	9b1a760687478296fa5ae9ab1894eef89c3f4719c2453241a22ac8897866cd22	6
tests/architecture/test_import_contracts.py	8139	381d6e06c07d216b7022e14cf70890878f1f7d3cd453569f2b18467bd8a307ae	10
tests/architecture/test_market_boundaries.py	4226	4cf92f87aaf675e912cf7ee2b118fe6f9b1be3c06feb3f481174056ffce3b34f	7
tests/architecture/test_portfolio_boundaries.py	47551	77ecfe1ec4b89fde8533a56795778105a8930bbc5ee6633904443d966c4f86b6	36
tests/architecture/test_portfolio_public_owners.py	9353	fa21ad3298bec5cd5f616f353e010b4138b9323a35cb6f82900bcab3471ca7d0	5
tests/architecture/test_private_import_contracts.py	32793	2444917896dca1e754387938d0cbfe965e9709cbe6b1529ef45739d7b798b699	27
tests/architecture/test_private_import_native.py	20873	4617d19f7ec86be7723ad9a170087a2b57aaea0c9a245528d1d696cd1c7a47d3	9
tests/architecture/test_private_import_reflection.py	36423	85b149dbab1e5a2a5fc76a8f53c31a243c2086ce288a5d0b9665559e3ba20cb7	16
tests/architecture/test_public_api_contracts.py	2388	998de643efe4c337f33b91020d71c248b1859e76cfd9d75b952630e2142e1b3c	3
tests/architecture/test_recovery_boundaries.py	14073	ca62882b0894cecce12ad25431b0dc2b1c5b9ad123418f06e98c69c50571d4b7	15
tests/architecture/test_release_acceptance.py	23149	0d7045dae399f8fdb423e6bc12ac75a7977b96b775522c9d6be7ff8e3c7ba124	15
tests/architecture/test_repository_governance.py	19857	1ac1266cc7562faa7b179c91f326e1d842793b17e2c2f37e6247e3aefcb8665f	18
tests/architecture/test_retired_recovery_substitution.py	1697	df00ed588b2fc8728b0e5e7304298ec1a3a25179081eb8467130fddfb9e4c265	1
tests/architecture/test_risk_boundaries.py	51074	11d0003295d9d8810e5ead68215f6567152ccb63dede778a14f9d9dc5d1bd9c5	25
tests/architecture/test_runtime_dependency_contracts.py	1892	f5408e76320b119c70896ff1a6efd52a9d8effe9e80641f43cbfa31dfd68963f	4
tests/architecture/test_source_surface_contracts.py	4954	09ea3cb99be3a16810726e433dff08f11ea16b3096a4c9bd393180120e7c0085	5
tests/architecture/test_strategic_boundaries.py	14044	bfddd554c1728ccb8b29fa4a888ad5846f9f89a14cab03e7b15e63ce9e986e43	12
tests/architecture/test_validation_boundaries.py	31596	025ba602db3eb4eb32511f9c209c1aebea6b2a63d23e8916b68a568788a8849b	35
tests/architecture/test_validation_public_owners.py	14403	8e99afbcee0e477b4b721384476ddcf9cf9bc6b96b3777e72545d1bc20253afa	6
tests/conftest.py	166	207d5a59bfa07ddf9bde71bc890c83ad2f93b9fff7709d14c53660b5c889879f	1
tests/policy_inputs.py	642	48e9e5f69fbc45557966dad970a5202598c82d8781722ddb5fa4abfc0cade8ca	2
tests/test_ablation_metrics.py	6087	e7cb0a47caabe3bc051b5448edaa64f56c3e9140caa73d830120208d772cbebe	5
tests/test_absolute_cash_precision.py	1618	90ad120823c70b33b649fc1c5583a3d85b4fe7b69b2b2735ec501caaa961c73d	2
tests/test_absolute_champion_fixture_identity.py	1871	49f6737d5943c2ac421eb3ec3ac8d17814250246632db2ad12059241eb79ede0	3
tests/test_absolute_current_checkout.py	4594	49289bf0631008ab991a237393d7f08e203e72df1972894d342a777cf8304793	5
tests/test_absolute_generalization_acceptance.py	15600	4408d5cbfc86323df424650ff8ff75db5b1ff5ce3395a8c7e6765cc0279a454a	17
tests/test_absolute_generalization_artifacts.py	21451	303c995a0760746bd5d7762204a03e01748a0a1674bbc6e41b77d36834c90c87	23
