date,open,high,low,close,preclose,volume,amount,volume_unit,special_treatment
2021-08-23,423.0,498.0,415.0,485.1,148.9,5826865,2688304666.21,shares,0
2021-08-24,484.0,512.99,466.66,487.0,485.1,2825012,1383009612.37,shares,0
2021-08-25,474.0,536.0,472.66,522.4,487.0,2272433,1145797485.75,shares,0
2021-08-26,519.0,528.0,488.89,505.99,522.4,1540903,780738695.7,shares,0
2021-08-27,500.11,507.56,490.8,495.09,505.99,853435,424042507.85,shares,0
2021-08-30,499.99,514.95,472.0,477.0,495.09,1434978,704640930.2,shares,0
2021-08-31,464.0,478.0,440.0,443.0,477.0,1386735,636128707.14,shares,0
2021-09-01,438.28,449.8,423.0,430.2,443.0,788880,343587412.65,shares,0
2021-09-02,430.11,445.25,426.07,444.96,430.2,662265,288874527.99,shares,0
2021-09-03,440.06,466.0,432.1,457.0,444.96,775782,348868110.1,shares,0
2021-09-06,457.0,469.98,433.3,435.0,457.0,991415,442234203.97,shares,0
2021-09-07,435.42,438.55,423.53,430.45,435.0,500606,215263962.37,shares,0
2021-09-08,431.0,437.77,429.11,431.63,430.45,338309,146516764.79,shares,0
2021-09-09,428.34,428.34,388.5,389.0,431.63,984961,394348569.55,shares,0
2021-09-10,386.0,409.78,375.08,397.0,389.0,1187542,469104474.64,shares,0
2021-09-13,390.19,391.0,368.88,369.88,397.0,734548,275182637.96,shares,0
2021-09-14,370.0,375.0,363.68,364.98,369.88,632478,233279661.95,shares,0
2021-09-15,365.0,366.93,353.6,356.76,364.98,647468,232148420.79,shares,0
2021-09-16,359.74,364.99,350.3,355.2,356.76,524293,187385936.53,shares,0
2021-09-17,357.5,361.59,351.0,354.0,355.2,480587,170747817.16,shares,0
2021-09-22,347.0,356.0,345.0,347.18,354.0,417547,146312245.75,shares,0
2021-09-23,347.28,355.84,345.48,351.4,347.18,438793,154564980.44,shares,0
2021-09-24,351.0,354.55,332.1,332.8,351.4,639161,218725621.53,shares,0
2021-09-27,334.5,337.0,318.0,324.42,332.8,668988,218193524.74,shares,0
2021-09-28,328.0,338.21,321.02,328.15,324.42,423884,140448010.08,shares,0
2021-09-29,327.0,327.0,313.1,315.8,328.15,583935,185661671.18,shares,0
2021-09-30,318.23,320.6,315.0,316.5,315.8,293441,93336512.13,shares,0
2021-10-08,318.8,332.66,318.01,324.47,316.5,416530,135469966.83,shares,0
2021-10-11,329.0,329.8,318.0,325.4,324.47,388610,125880575.56,shares,0
2021-10-12,319.9,346.54,316.88,342.0,325.4,676062,223144596.31,shares,0
2021-10-13,338.1,349.0,333.3,348.0,342.0,477021,163179299.85,shares,0
2021-10-14,346.1,369.55,346.0,365.07,348.0,721935,261165379.11,shares,0
2021-10-15,366.0,372.7,355.8,366.7,365.07,560762,204515985.52,shares,0
2021-10-18,363.0,365.07,345.22,347.7,366.7,513759,180739722.85,shares,0
2021-10-19,347.0,350.5,335.12,337.43,347.7,598998,204342150.11,shares,0
2021-10-20,337.98,341.05,321.44,327.88,337.43,856342,281131918.32,shares,0
2021-10-21,326.95,329.0,324.02,327.26,327.88,369941,120727694.49,shares,0
2021-10-22,327.0,336.99,327.0,328.11,327.26,485311,161343943.02,shares,0
2021-10-25,332.04,335.5,315.0,334.88,328.11,472184,152749105.95,shares,0
2021-10-26,332.0,348.98,332.0,347.36,334.88,575313,196878526.58,shares,0
2021-10-27,346.0,346.79,322.0,325.4,347.36,442204,148026674.61,shares,0
2021-10-28,334.0,365.64,333.01,361.67,325.4,1182178,420909680.27,shares,0
2021-10-29,357.0,382.0,356.98,371.21,361.67,913247,338949763.28,shares,0
2021-11-01,408.0,415.0,385.0,398.99,371.21,1669410,665798235.61,shares,0
2021-11-02,397.35,409.49,390.5,393.0,398.99,1040424,415796306.35,shares,0
2021-11-03,392.35,403.9,389.02,396.16,393.0,597021,236676139.02,shares,0
2021-11-04,396.01,399.55,388.28,398.0,396.16,557877,219942850.67,shares,0
2021-11-05,402.0,416.5,391.55,392.0,398.0,634650,256150459.61,shares,0
2021-11-08,387.97,397.92,377.7,397.0,392.0,511566,196903996.05,shares,0
2021-11-09,394.0,417.88,392.02,417.7,397.0,636075,261369170.97,shares,0
2021-11-10,417.78,419.95,407.0,417.65,417.7,419441,173840960.08,shares,0
2021-11-11,414.0,428.0,411.0,417.28,417.65,496374,208340590.85,shares,0
2021-11-12,413.5,423.0,409.09,419.52,417.28,296637,123674885.38,shares,0
2021-11-15,422.85,422.85,393.07,397.0,419.52,582607,235049549.52,shares,0
2021-11-16,395.97,403.5,388.35,390.0,397.0,393044,155901944.56,shares,0
2021-11-17,393.0,413.75,390.02,413.2,390.0,475229,192868424.58,shares,0
2021-11-18,412.82,422.82,409.18,413.25,413.2,346820,144312305.48,shares,0
2021-11-19,411.11,437.99,411.1,437.0,413.25,598026,257166828.37,shares,0
2021-11-22,434.93,447.8,433.1,440.03,437.0,578683,255403768.35,shares,0
2021-11-23,439.99,447.0,432.0,436.0,440.03,331881,145659637.3,shares,0
2021-11-24,435.99,458.6,433.0,435.44,436.0,648921,288403252.63,shares,0
2021-11-25,431.94,447.33,430.0,435.0,435.44,360924,157887595.1,shares,0
