date,open,high,low,close,preclose,volume,amount,volume_unit,special_treatment
2014-01-02,38.6,41.8,38.0,41.39,38.91,9035409,361181568.0,shares,0
2014-01-03,40.66,41.78,39.5,40.34,41.39,5393505,217831169.0,shares,0
2014-01-06,40.26,40.29,36.31,36.31,40.34,7068659,266983572.0,shares,0
2014-01-07,36.2,37.21,35.71,36.7,36.31,6055003,221141555.0,shares,0
2014-01-08,37.0,38.59,36.58,37.78,36.7,7171057,270944176.0,shares,0
2014-01-09,36.71,41.2,35.9,40.31,37.78,10020687,388248544.0,shares,0
2014-01-10,39.02,41.33,37.0,37.5,40.31,7953780,312617312.0,shares,0
2014-01-13,37.11,37.72,35.5,36.32,37.5,6466104,234872847.0,shares,0
2014-01-14,36.58,38.82,36.5,38.7,36.32,6964838,263467246.0,shares,0
2014-01-15,38.74,39.37,37.81,38.39,38.7,5999397,231091131.0,shares,0
2014-01-16,38.02,38.95,36.95,37.14,38.39,5422478,204688044.0,shares,0
2014-01-17,37.3,40.79,36.67,39.72,37.14,8359429,326071488.0,shares,0
2014-01-20,39.38,40.0,37.55,38.42,39.72,4723692,182697448.0,shares,0
2014-01-21,38.5,40.2,37.8,39.58,38.42,5038088,197319822.0,shares,0
2014-01-22,39.55,39.55,36.0,38.05,39.58,8158842,309579568.0,shares,0
2014-01-23,37.8,38.56,37.31,37.85,38.05,5151850,195990044.0,shares,0
2014-01-24,37.75,39.55,37.12,38.6,37.85,6492203,251229542.0,shares,0
2014-01-27,37.8,39.8,37.6,39.7,38.6,7931881,309146528.0,shares,0
2014-01-28,39.15,39.46,36.5,37.21,39.7,6783981,255389278.0,shares,0
2014-01-29,37.01,37.56,36.56,37.0,37.21,3311954,122428761.0,shares,0
2014-01-30,37.0,37.5,35.6,36.01,37.0,2949006,107622666.0,shares,0
2014-02-07,35.3,36.87,35.1,36.64,36.01,2273157,83048845.0,shares,0
2014-02-10,37.0,37.88,36.7,37.45,36.64,4466803,166656973.0,shares,0
2014-02-11,37.51,38.0,36.62,36.78,37.45,3777508,140622316.0,shares,0
2014-02-12,37.2,40.46,36.8,40.46,36.78,7529100,297650096.0,shares,0
2014-02-13,42.0,42.0,38.97,39.0,40.46,8563191,346763536.0,shares,0
2014-02-14,38.36,40.95,38.36,40.1,39.0,5850128,233609948.0,shares,0
2014-02-17,40.62,40.94,39.61,40.7,40.1,4494442,180719761.0,shares,0
2014-02-18,40.46,42.79,40.02,41.82,40.7,7289666,305673808.0,shares,0
2014-02-19,41.4,41.51,39.5,39.92,41.82,4652487,186954775.0,shares,0
2014-02-20,40.1,42.0,39.61,40.42,39.92,5052839,206599999.0,shares,0
2014-02-21,40.0,40.38,38.16,38.4,40.42,4483144,175104396.0,shares,0
2014-02-24,38.67,39.8,37.8,39.12,38.4,3757301,146084567.0,shares,0
2014-02-25,39.38,39.5,35.21,35.21,39.12,6043135,225866516.0,shares,0
2014-02-26,34.3,34.3,31.7,33.21,35.21,6060340,198609585.0,shares,0
2014-02-27,33.29,33.63,30.35,30.64,33.21,5770045,184045235.0,shares,0
2014-02-28,30.82,31.26,30.0,30.99,30.64,3616666,111256464.0,shares,0
2014-03-03,30.81,31.87,30.65,31.61,30.99,2979607,93121922.0,shares,0
2014-03-04,31.5,31.68,30.75,31.5,31.61,2672381,83380149.0,shares,0
2014-03-05,31.9,33.17,31.63,32.17,31.5,3724863,120401951.0,shares,0
2014-03-06,31.52,32.16,30.46,31.86,32.17,3360769,105151885.0,shares,0
2014-03-07,31.55,32.8,31.19,31.3,31.86,3139329,100497902.0,shares,0
2014-03-10,30.2,30.5,28.17,28.17,31.3,4183197,121018394.0,shares,0
2014-03-11,28.01,28.7,27.7,28.32,28.17,2420537,68312178.0,shares,0
2014-03-12,28.32,28.8,27.7,28.55,28.32,2647183,75135806.0,shares,0
2014-03-13,28.65,29.03,28.25,28.94,28.55,2424979,69626712.0,shares,0
2014-03-14,28.76,30.99,28.4,30.15,28.94,3899904,116061839.0,shares,0
2014-03-17,29.85,30.87,29.68,30.86,30.15,3062355,92946137.0,shares,0
2014-03-18,31.03,31.97,30.7,30.85,30.86,3974700,124224494.0,shares,0
2014-03-19,30.7,32.21,30.54,31.42,30.85,4029147,127283050.0,shares,0
2014-03-20,31.42,31.89,29.1,29.17,31.42,3380977,102929811.0,shares,0
2014-03-21,28.61,29.5,28.1,29.33,29.17,2378132,68524571.0,shares,0
2014-03-24,29.45,29.45,27.9,28.02,29.33,2569003,73168948.0,shares,0
2014-03-25,27.81,28.88,27.81,28.41,28.02,1802075,51046214.0,shares,0
2014-03-26,28.54,31.25,28.4,31.25,28.41,3329989,100850890.0,shares,0
2014-03-27,31.38,31.93,30.6,31.0,31.25,5995338,187544434.0,shares,0
2014-03-28,31.0,31.0,28.0,28.6,31.0,4530058,131626175.0,shares,0
2014-03-31,25.74,26.85,25.74,25.75,28.6,4841967,126394534.0,shares,0
2014-04-01,25.68,26.56,25.41,26.39,25.75,2552574,66946788.0,shares,0
2014-04-02,26.53,26.55,25.02,25.84,26.39,3101932,79382988.0,shares,0
2014-04-03,25.8,27.25,25.69,26.35,25.84,3177390,84049149.0,shares,0
2014-04-04,26.3,26.97,25.81,26.85,26.35,2283257,60467117.0,shares,0
2014-04-08,26.45,27.77,26.02,27.19,26.85,2955558,79864177.0,shares,0
2014-04-09,27.3,29.8,27.3,28.66,27.19,4164213,118674192.0,shares,0
2014-04-10,28.68,28.83,28.01,28.2,28.66,2787138,79109146.0,shares,0
2014-04-11,27.81,28.26,27.01,27.93,28.2,2438824,67334190.0,shares,0
2014-04-14,28.34,29.9,28.34,29.36,27.93,3556937,103652567.0,shares,0
2014-04-15,29.0,29.59,28.5,28.61,29.36,2142140,61838124.0,shares,0
2014-04-16,28.31,29.2,28.21,28.67,28.61,2422323,69907795.0,shares,0
2014-04-17,28.65,30.49,28.31,30.05,28.67,5023962,148991106.0,shares,0
2014-04-18,29.8,29.98,29.3,29.7,30.05,2735780,80906796.0,shares,0
2014-04-21,29.19,29.92,28.6,29.26,29.7,2175530,63919000.0,shares,0
2014-04-22,29.26,29.4,26.8,27.22,29.26,3461343,95977991.0,shares,0
2014-04-23,27.2,27.7,26.7,27.06,27.22,1603581,43659812.0,shares,0
2014-04-24,27.06,28.08,26.81,27.7,27.06,2283205,62826225.0,shares,0
2014-04-25,27.32,27.4,25.77,25.89,27.7,2402225,63824344.0,shares,0
2014-04-28,25.42,25.42,23.41,23.46,25.89,2750883,66372696.0,shares,0
2014-04-29,23.39,24.23,23.39,24.23,23.46,1487557,35590407.0,shares,0
2014-04-30,24.4,24.77,24.02,24.49,24.23,1337794,32657340.0,shares,0
2014-05-05,24.07,25.38,24.07,25.38,24.49,1599521,39675203.0,shares,0
2014-05-06,25.2,26.59,25.07,25.8,25.38,2414262,62485073.0,shares,0
2014-05-07,25.6,26.5,25.1,25.11,25.8,2111731,54564481.0,shares,0
2014-05-08,24.36,25.5,24.04,24.67,25.01,1701603,42149108.0,shares,0
2014-05-09,24.4,25.48,24.37,24.8,24.67,1727332,43323688.0,shares,0
2014-05-12,25.15,25.59,24.5,25.56,24.8,1907539,47902702.0,shares,0
2014-05-13,25.7,26.99,25.56,25.8,25.56,2491547,65447096.0,shares,0
2014-05-14,25.7,26.35,25.33,25.85,25.8,1297175,33410006.0,shares,0
2014-05-15,25.79,25.89,24.68,24.71,25.85,1485753,37372128.0,shares,0
2014-05-16,24.38,24.82,24.03,24.48,24.71,1146831,27930857.0,shares,0
2014-05-19,24.21,25.0,24.21,24.83,24.48,975458,24062431.0,shares,0
2014-05-20,25.1,26.18,25.04,25.35,24.83,1954652,49901329.0,shares,0
2014-05-21,25.3,26.05,24.83,26.05,25.35,1793342,45740803.0,shares,0
2014-05-22,26.15,27.41,26.15,26.42,26.05,3729290,99850532.0,shares,0
2014-05-23,26.28,27.23,26.1,27.23,26.42,2598986,69578543.0,shares,0
2014-05-26,27.38,28.18,27.32,27.72,27.23,2888355,80084562.0,shares,0
2014-05-27,27.7,27.72,26.92,27.13,27.72,1875108,51149409.0,shares,0
2014-05-28,27.05,29.79,27.02,29.7,27.13,5953293,171464325.0,shares,0
2014-05-29,29.0,29.75,28.91,29.6,29.7,4690099,137326514.0,shares,0
2014-05-30,29.6,30.3,28.75,29.05,29.6,2940386,86391674.0,shares,0
2014-06-03,28.74,28.89,28.23,28.27,29.05,1930581,55074049.0,shares,0
2014-06-04,28.21,29.47,28.21,28.99,28.27,3063808,88807860.0,shares,0
2014-06-05,28.9,29.69,28.75,29.55,28.99,2646905,77423485.0,shares,0
2014-06-06,29.55,30.35,28.82,29.05,29.55,2808685,83545078.0,shares,0
2014-06-09,28.61,29.05,27.51,27.54,29.05,2627512,73976412.0,shares,0
2014-06-10,27.45,28.65,27.45,28.54,27.54,2002571,56462796.0,shares,0
2014-06-11,28.55,29.72,28.19,29.1,28.54,2250201,65453361.0,shares,0
2014-06-12,28.8,29.25,28.31,28.6,29.1,1892527,54260872.0,shares,0
2014-06-13,28.48,30.48,28.3,30.16,28.6,4231495,126301378.0,shares,0
2014-06-16,30.02,30.41,29.67,30.21,30.16,2876276,86456985.0,shares,0
2014-06-17,30.55,31.4,29.5,29.65,30.21,3701420,112680972.0,shares,0
2014-06-18,29.6,30.46,29.32,29.92,29.65,2242430,67336131.0,shares,0
2014-06-19,29.66,29.98,26.99,27.42,29.92,3044680,86417248.0,shares,0
2014-06-20,27.2,28.19,27.13,28.14,27.42,1482653,41215775.0,shares,0
2014-06-23,28.99,30.95,28.99,30.95,28.14,3777557,115339753.0,shares,0
2014-06-24,31.39,31.39,30.12,30.44,30.95,4774551,145871277.0,shares,0
2014-06-25,31.46,31.88,30.22,30.96,30.44,4953435,153585150.0,shares,0
2014-06-26,30.95,32.8,30.7,32.3,30.96,7228362,231519785.0,shares,0
2014-06-27,31.95,34.29,31.88,32.75,32.3,6473551,214968742.0,shares,0
2014-06-30,32.91,33.87,32.1,32.83,32.75,4304549,141975199.0,shares,0
2014-07-01,32.99,33.14,31.92,32.33,32.83,3255702,105721114.0,shares,0
2014-07-02,32.61,33.19,32.02,33.17,32.33,3331941,108900607.0,shares,0
2014-07-03,32.85,33.35,32.18,32.66,33.17,2877486,94089940.0,shares,0
2014-07-04,32.65,33.27,32.51,32.81,32.66,2962588,97430739.0,shares,0
2014-07-07,32.76,32.76,31.13,31.3,32.81,3904199,123522972.0,shares,0
2014-07-08,31.02,32.29,30.83,32.29,31.3,3306146,104472322.0,shares,0
2014-07-09,31.33,31.33,29.42,29.91,32.29,5757345,175593322.0,shares,0
2014-07-10,29.8,30.19,29.61,29.85,29.91,2072711,61986953.0,shares,0
2014-07-11,29.84,30.06,29.31,29.56,29.85,1741161,51707895.0,shares,0
2014-07-14,29.59,30.05,28.8,29.98,29.56,1824756,53685811.0,shares,0
2014-07-15,29.99,30.37,29.15,30.19,29.98,2463957,73628735.0,shares,0
2014-07-16,30.19,30.19,29.19,29.25,30.19,1343155,39754004.0,shares,0
2014-07-17,29.3,29.88,29.01,29.53,29.25,1098441,32449278.0,shares,0
